457060718,631283641
140496030,940778288871542786
202615056,1387010761994682371
202615056,1387010761994682371
288417339,1387010761994682371
80797203,1387010761994682371
1223514530,41186732
74468291,1387010761994682371
741190491195248642,1387010761994682371
126646669,1387010761994682371
2447612839,1472366361322024966
16050065,348764745
16050065,348764745
16050065,348764745
16050065,838381908656603144
16050065,838381908656603144
16050065,838381908656603144
16050065,838381908656603144
16050065,838381908656603144
16050065,838381908656603144
16050065,838381908656603144
16050065,348764745
16050065,838381908656603144
16050065,838381908656603144
16050065,838381908656603144
16050065,838381908656603144
16050065,838381908656603144
16050065,348764745
16050065,348764745
16050065,348764745
16050065,348764745
16050065,348764745
16050065,348764745
794280157238398977,1387010761994682371
16050065,348764745
212445456,1060440219097423872
541637104,42091962
16050065,348764745
1012636248341647360,1387010761994682371
2228948601,938494109844729856
73452506,1028022611324747776
1074319644482105344,1472366361322024966
1033994695595065347,1261203450022359043
359909501,2332033299
353904158,527445533
338283123,1387010761994682371
3129968261,1028022611324747776
2147604445,527445533
105327432,192374137
11265142,1028022611324747776
11265142,1028022611324747776
11265142,1028022611324747776
11265142,1028022611324747776
11265142,1028022611324747776
11265142,1028022611324747776
11265142,1028022611324747776
4541535439,1028022611324747776
888042960549552129,1387010761994682371
1122772202246377473,2574271742
3866705320,631283641
16050065,348764745
2755824759,1387010761994682371
2748061373,1387010761994682371
872158753008877569,527445533
16050065,348764745
22867931,18218403
14784939,1387010761994682371
15384720,1028022611324747776
865238462538141697,302984766
35157660,4213849704
1688,1028022611324747776
16050065,348764745
16050065,348764745
288277167,1353306974939738113
219652469,45379403
11348282,42091962
246285992,39508140
480196886,39508140
14704278,29188599
1171659473880059905,302984766
15196454,2332033299
209420680,177400353
703314862198431744,2800413166
62513246,2676799425
16050065,348764745
1108027439589007360,1477609642184396806
952755407788826624,1477609642184396806
151376102,45379403
1137233693548748800,1031000589054828544
19424173,3264938916
74382140,804582780298412032
74382140,804582780298412032
39736714,2676799425
1228930686,1497976259296563200
201806277,1477609642184396806
16050065,348764745
2813049204,2332033299
825829081866436608,940778288871542786
3131144855,29447428
831279407088148480,2574271742
831279407088148480,2574271742
1052497879,2332033299
18831926,308045021
225225182,4213849704
1229752606714728454,1229752606714728454
1063756244496859137,1060440219097423872
21217251,578601744
1147170768415010816,42091962
14784939,1387010761994682371
1339357320,981436419087523840
1063756244496859137,4213849704
14504859,1494715792474230788
79210192,348764745
84734907,348764745
1229752606714728454,1229752606714728454
1229752606714728454,1229752606714728454
876794657669353472,1387010761994682371
939091,936620120255934466
2932558313,2332033299
876794657669353472,1387010761994682371
159720223,1477609642184396806
1229752606714728454,1229752606714728454
1229752606714728454,1229752606714728454
1229752606714728454,1229752606714728454
