A_ID (user getting reply) , B_ID (user that is replying)
788560328640503808,710613226807885824
840502412842541056,3410204513
1351302423273472012,988943262982402048
2400284491,1676303954
840502412842541056,325087506
1403739122901127169,844647036179927040
4132825992,90107770
707231479047315456,4480118843
3832,246667561
1293757447111204864,1485745257178411009
1237314642583658496,252793413
3068796199,2943739141
1329615530509041665,940778288871542786
19793134,3827830753
12233422,2478381721
160206458,45762306
1298372735383605249,2229123357
173629507,1548253015
19739126,1033084441697153024
19739126,1033084441697153024
929823128259387392,42929895
21721506,119552781
766745056367644672,575922000
2264401871,1205439711545835520
572282251,2930308020
1372586612438179847,797566942991130625
1017517703014346753,419238022
19196895,1412433273729556490
1169278342543097856,607229707
832616065259614209,887925458
18831926,4917244678
18831926,17261279
2235731509,626258459
728273994,29447428
767788995962998784,1336527483135528960
728273994,29447428
20699709,62576309
1477862777796636679,26824556
3425014283,903961590093012993
29770862,3905542517
4118285112,1305795361336770560
1167020856079343616,1144763809225203712
1167020856079343616,720420236076277760
18812301,56768709
1098819491780153345,1290232189615894531
186279752,1141308715
4118285112,720420236076277760
216813918,1012157576
1179455215,1140575482854948864
1245561638087880705,108379891
1119872518494416897,1473123421282177024
1438555006077214724,1293228146603503616
15801906,16966104
2841826715,1114440226334703616
315187614,319619581
920339307533144065,925436774096261120
86010091,377706148
22448617,2151852128
328634628,1373572431277883394
977954172556361733,16503453
948169852547715072,135876077
141337990,17540376
2582963526,2943739141
140761770,128877911
52544275,1921951394
223841564,1336677975543193602
3453306553,90107770
848635910,1842010946
41218263,1208293000511574017
14247236,120797984
1299769218,19429280
86626845,480875170
1080584229510172678,1325992895334256642
63942152,446173045
32871086,356546958
3140730672,1401861298233647106
175989309,1039446506619596800
2608740770,1456071062672736260
554148367,356570650
1033826336,1309762062
967832482354810881,1476254469214158856
1312166469891813376,1133735345147797510
148529707,704031546395590656
22018221,235716417
3295811435,1359796402394714112
152656121,726070073081868289
249829650,3068541683
2227646515,1240937077258117120
2227646515,1362322526118969346
2355919591,1258474163464835072
2809959174,893479800
2809959174,1355511416720076804
2474409224,795138728218021889
3453306553,1573800344
1478229936972259328,1269894425414471681
967900364,731445438935646208
14157134,1070779320916996097
16134235,166073550
14281853,20451595
80040960,1387010761994682371
1314996438,1304036484920606720
1446136997018431494,2347940717
1246004181372211202,849369122324566018
1080844782,43611815
1080844782,3265321562
76842602,1309762062
748453510048518145,774510439824822273
18982486,804582780298412032
2248919634,2290125115
284602545,920332104541466624
191807697,1217922136343490576
19739126,1921951394
486834536,1921951394
2826266724,1359093421
48992513,20479891
1108565574,3270007519
1098819491780153345,267498657
270195321,3719799136
1268223690480615424,919965874311782400
769702230,978776569916284928
189868631,850343119451299841
29447428,728273994
227531567,1239206834193326085
1169278342543097856,746833826014437380
738806388,229900964
3131144855,79813585
2328175742,183559852
572080560,849904062
1456000176779300873,1270133776748855304
1422044577079377924,713366495527481344
385162111,85693971
2876041031,1485579898496376842
949910864773095425,2507342209
1280478731874848769,940778288871542786
866010939916775425,1084253460
1422044577079377924,1428424784396783616
1169222736272646144,49652957
19739126,1921951394
15580900,561558519
19080151,249552678
3160248614,738145794
98471035,1033084441697153024
1058807868,17758367
35787166,922464867436593153
117576644,30533818
20610385,91970211
15862891,1151232104052736000
16185413,1473751796027998213
19739126,1921951394
145499533,29269689
1224098095325241345,956209593398546433
931934652490829824,898317114754334721
1247612029,39143124
1247612029,1333774146807980033
1230463969,948961748261810176
166985027,948961748261810176
4847284319,993134676180127744
18831926,844852386
20995648,995789645354070021
15554922,1849478558
1237314642583658496,1269217886058549248
352816495,792793633468669953
243413063,30446336
17027632,1451699962090196993
889522784916910080,940778288871542786
140252240,1105735643135537152
1430225525918871553,19913106
1431065187730305026,42906876
19739126,1921951394
1247612029,20403317
59150150,754779907297804288
152656121,115393565
44302241,1220663127601057792
1067016944174460928,94270652
1067016944174460928,244942206
112934639,1208748480589484032
1172535926209298432,130605003
27004298,739727105940946944
49151622,828337737388285952
1113341312,338219529
1471037967926018051,1473093411691372551
4043106914,1249588897547300864
753163541411049474,339611202
3453306553,949134972547248129
4725383142,84440344
1259161086,3098436206
947924373029171200,737049250366820356
249459003,904408999
1271163370717265927,440916146
333631087,16450391
866065134,827595164961140737
288277167,289186412
771408483342282753,2713628120
2809959174,305325817
246939630,117535296
36372343,281597195
45840174,919965874311782400
44513878,29071845
64702445,1465358280012804097
19739126,1921951394
26217297,1456312759012954115
2338811370,570340214
507682449,448692159
1219566773298532352,2429046650
1117704370630455296,1305795361336770560
1117704370630455296,1144763809225203712
1325718056539049984,1219566773298532352
1325718056539049984,1290232189615894531
824903725,80706659
1351759713982050306,935312564149465088
7768402,1921951394
52770751,1345510355603099648
1471174998668812299,810496768047808513
42836999,22616336
1116419370601865217,1358915795242393600
297688038,578601744
22249836,380910579
22020109,234922173
35787166,2706903578
1189799454506799104,1202415019771584512
1189799454506799104,819873531160731649
1189799454506799104,1967958770
16675569,603951538
957396820237234176,3163148070
66917778,9707492
1309417499398746112,173672963
20172153,3342600166
2809959174,2173378878
782697135007338496,1438328912732381188
18573284,769549979769671680
144989647,1355187008352739331
3114810541,1967815650
60597469,1318082829197168640
21525682,20821069
2159127566,1309814523075923968
292053511,2811840943
1096205507348623360,246667561
38576013,19370499
38576013,84174241
139109800,344185586
2986235404,1375127026840039424
69080476,960468963007385601
838464523,3103857701
709863948686909441,1257158389
3303457302,1034875037877186560
1539978391,2759432754
820452522494226433,729804032
1321935792416149505,803320111503462400
973974975014146053,28627016
29447428,94350709
817923454456373249,1270133776748855304
491867385,710010726
71726298,635032365
2472134791,91434962
1479291505650978817,804582780298412032
867194634736472067,2905260526
142640919,1387010761994682371
796432481289437184,233886065
1237314642583658496,899697150380134400
1258877266513313795,940778288871542786
67805368,2536457582
1231969046171734017,134194950
21525682,997519418492993537
323344020,17236048
1349149096909668363,2453660160
226295119,4909987960
23281108,847899028826144768
23281108,26792380
1020963265969573888,56154457
2214412979,351484606
224568664,1257158389
225779417,1190788202736435200
711606778606297088,1668237438
807865098,1226364937
14247236,96648433
195808903,2813049204
11134252,1418535365887987712
117810351,1312166469891813376
825062760954355713,940778288871542786
1312166469891813376,925385771112071169
1094971056358637568,21489341
1400013985202704385,728273994
45379403,21489341
40426726,167610475
16286419,2604801729
159021888,1233276322803138561
353365146,451260166
26217297,1265453530418237441
139328853,2412307836
92932981,1018660693
92932981,8619542
92932981,2921282954
1475584734705033216,1387010761994682371
527445533,1420351245819207681
926164634570067968,822591807821381635
1158193640,95620187
436318012,859234990340546560
1029612428026204160,3005691210
1370118821936312320,1387010761994682371
180797277,1305409038
593289567,35636271
3453306553,1329590133264326656
29447428,94350709
463214687,1669082978
26217297,2447463596
3453306553,416950760
1296279134079823872,708381986281291776
917442644,1296279134079823872
48624704,612440918
48624704,1309762062
48624704,1335413170572128259
117052405,1254054380548038656
1401334091845357570,2657412780
269788397,4838140174
2441666255,234943964
102707504,1257158389
1009577803304656896,822591807821381635
2461924214,1435870562480427015
225796043,1363558112498749441
981425370,475063210
1358064335415877635,1617921176
342863309,1392950168
3453306553,90107770
3014537423,2202236205
172229930,1432718544916164613
145499533,17624477
145499533,1363451211890876416
339724344,171204118
568188135,48343373
2615581908,556601571
1455455122192994305,1239947878740656130
284590933,1288710201240178688
212621119,332055899
462021312,51001054
21525682,494701047
18925120,789050904
631540093,1205246685569540097
1287918892761755649,881708118903726080
1221462414744596483,1921951394
35237385,459980306
1141406420815896576,22255244
1467232988,1438629035332964359
29447428,364478729
26217297,1210233737356730368
14362766,1366341380772147202
17094311,196802928
803780370,551507199
19739126,1921951394
4043106914,22344763
95091601,84174241
926005149104988160,761819600568717312
3453306553,761819600568717312
1240407498,401788588
17354805,1208293000511574017
1009900083402461185,1318639282899341321
1659140850,1362805552162701314
1098819491780153345,813314931147816960
2353605901,937899468585828352
2353605901,937899468585828352
1018340810,251622947
1271162030393896968,1160600256490328065
26217297,252553444
86626845,1422338138727358465
26217297,785154746818633728
2980236053,15480566
1110389035174948864,2314656883
701844034755633157,788835278085578752
1178452608794726401,18082945
2847815166,1427453911070347267
26562883,614600545
88589013,29431996
30844417,5439842
241150512,1102381474228056064
15250661,29420301
159021888,1017039921255624705
90982300,486027045
46926921,1387010761994682371
1387010761994682371,793520017
1473485044018601984,1387010761994682371
1473485044018601984,1387010761994682371
1238370241169616897,190154112
866065134,51973943
56419640,18788038
141376286,804582780298412032
2542032578,742732369497587712
586291040,15085192
22187085,2430547590
46678624,1024047313017290752
266032035,1161156626671423488
1462548977367359490,975084801253396480
1136974346566680577,2905260526
2196799850,18207725
542560242,1124136055668535296
4725383142,1381717490124816386
878284831,335600262
769962319,1367348957958012930
2809959174,80471236
788532504626012160,722045213301051392
212735740,1169989273468190728
1427156123690446849,353140801
23471698,1387010761994682371
1268223690480615424,708800580995522560
189406309,2809579420
26217297,76941017
467726691,320014945
2768501,1245485014751408130
1227537493395939333,1446246843868803096
185684272,1396548314095517696
26217297,76941017
1354494993218613251,842185242807042048
1210213363,44153291
833988769,1454928205
2601869406,972678104
17027632,805372752
271445418,2202236205
93880122,2732470025
26217297,874148114399154176
1095050114027016192,822591807821381635
29447428,2328730903
1309417499398746112,21489341
1240461453854998530,911360726526189569
1012396774751907841,1240682348120866816
102466223,1166799265806503936
1156869775584190464,811704294743359493
24752038,349860257
30844417,87358629
14892665,713761799103971331
1108565574,2549616986
985749294,22671315
4878610324,1261645162939330560
2605334749,1476701921893257236
291414445,2296411899
964307489704546309,179744495
21525682,253641379
79402753,1456025947719622661
1487524111832150017,1071164794563166209
3453306553,468161947
1476701921893257236,1387010761994682371
64107618,93949528
1238583088998830081,2423537112
3453306553,2475034094
368240745,1354551453260591108
20052899,1458422928366874624
1450183437663543302,1271405810346799104
14247236,788106950160609280
371510063,1462546020626321410
1228268170126991360,4011399389
825922405453402115,1361496222301757444
2368124492,713761799103971331
254949579,1240682348120866816
2809959174,713133920968159232
1284305974925262848,29969762
1420863242054864898,713761799103971331
1457817932772220928,88820794
1252251742101663744,1476701921893257236
384233102,1248772656435871744
1104524508709441536,1387010761994682371
1062026032771989505,1199101727703744512
19058678,218674455
39501483,811704294743359493
412548718,138498185
29447428,94350709
61183568,813417041394880512
1130042420,1021192197914464257
1387010761994682371,1476701921893257236
250325731,1476701921893257236
274831602,948961748261810176
42343812,2190845846
288755234,160244947
43633246,1221649643190341632
2561429863,906530576445984769
188136549,922294461186453504
3690146477,1497253771
1012426446,713761799103971331
33135872,713761799103971331
1251912071438110720,713761799103971331
214213512,2809313884
459872442,105327432
1163615564545372161,4830874006
140315951,1259161086
1095523459877068800,267498657
1095523459877068800,1297471014389944322
279777404,1313284951752597504
1060338999611420672,896989600798826498
41438148,2264401871
459390022,1387010761994682371
65357102,332080277
65357102,1284146730
102104262,804782370918461440
862621140795117568,1470628561631334402
16503453,900733668779544578
17227307,940778288871542786
270132611,7777302
1163992520252153857,87983041
324555383,1269990092
48624704,232187050
1369225110146588672,1441181995682332673
1376373064875659270,1478220060
22703645,51241418
1349149096909668363,919667724535648262
15480566,1225382429080391680
34247411,1189870353172123648
234694571,1038106141732089857
302984766,4326463994
14795451,1387010761994682371
29447428,94350709
843433646962999296,1270133776748855304
1005846500583321601,797406769
14700117,71491041
548384458,3670614857
3131144855,20061144
48325671,3928989554
467726691,51241418
349816997,898231845925646336
981425370,2300453384
372536101,4635379238
19084896,1379972530463776770
874916178,2372317417
70435999,218491913
2227646515,1362322526118969346
714460503289028608,1156038524682035200
1543986138,23006008
39344374,3235749702
738080573365702657,78350550
1068701541979185155,18760393
256552189,1028022611324747776
870629200348274688,2342573012
2964606814,965175812520644614
41038352,52394367
117810351,1240682348120866816
1143296723638337536,1369880235064258571
1317580765522202624,1478709129074069511
4118285112,2340315002
863538430575353858,1476789450999017485
1005846500583321601,1364615480124846086
240462058,578601744
378197959,1398779106217631744
1558406653,21489341
455684839,42142250
2885493519,581375677
2885493519,738786290313920513
2885493519,2448649162
2885493519,1221462414744596483
2955863289,24711879
160856325,7.66136E+17
1005846500583321601,1020789978639536128
1480071384600485889,1303360753592938496
203386661,27379820
90732175,155930120
1372149804143288322,1573800344
1372149804143288322,1573800344
21976616,826845227315032065
21215254,1308267623327518725
76842602,582414351
868673067223887872,23452847
1094971056358637568,1301352799960145924
216477773,1300619672916824065
725076563302174720,1385142120
71048726,1308267623327518725
1363482355114119168,1240682348120866816
2889557075,14594816
20751145,804582780298412032
1168793622248067072,268794479
1168793622248067072,317340647
1705200379,87407427
1340459634,922602722
409824643,821668175494451203
426909329,976948534053343233
816260792098000896,286991796
47884069,1401861298233647106
872615153065275392,366498596
25653301,1051032951708889088
1160150106018070528,774510439824822273
308321267,2475111816
1244795359097958401,1120952978393849856
2608740770,1248772656435871744
1062941830680010752,1055628087025520640
799047255378391040,2220802110
950215424981028864,752222360
15740776,1183047073580703744
1120633726478823425,2876041031
14680530,310346296
149522272,3598044795
3383159573,1132012546637090816
368240745,335240330
1260515654811242498,881886431735631874
1120633726478823425,1282677931987406848
69181624,1484914062077186048
3453306553,727843939634421766
1484914062077186048,343726638
1260515654811242498,132345466
3833059037,1175393730054017024
47215171,1099803821407199233
1564890853,1007560450748354560
98471035,823191621349101568
1120633726478823425,839734220620722176
1120633726478823425,1332768779449761793
1120633726478823425,1497303587260715014
1891490382,1489800685046669314
1216789842,25407389
342863309,831159630172680195
1267462011153195009,863480987417817090
20255118,1325181747978526722
782313907,1265690636302180357
138037459,1447874925440688133
1120633726478823425,2386246513
1503476155,991324136856346626
164932283,158123632
15801906,977796337151307776
84083187,1143105379418759168
732521058507620356,752532893587558400
1113341312,1318333892265324545
362144301,228686553
1377330715445104644,1358819872545857546
1462548977367359490,757082022204538880
218975278,14123181
1238583088998830081,432263329
2885493519,1379013583074394112
1161259317322035200,301153757
111163466,578601744
1462548977367359490,1082334406751252480
20559705,811362755861061632
20559705,555857498
15801906,2371064395
2775354102,73050826
1340093943879512065,874258472
3453306553,90107770
18831926,798711382044708864
1238583088998830081,1083495635561541632
48508532,833480592813617152
878284831,2933782246
51323915,950861076
2885493519,1349922686898724864
1339166129110065152,3221117109
46822887,531618878
213057317,4830874006
68991446,1489763667918798848
1387010761994682371,4830874006
1387010761994682371,4830874006
4361001253,369164013
163018653,1417944725068386309
257690350,1376861391957733380
1492574423290990595,1240682348120866816
1492574423290990595,1240682348120866816
518254771,635701556
341106480,921243130262728704
21525682,997519418492993537
1957610664,449415912
1262456293157003272,825230340704735232
193128427,269188684
3827830753,937899468585828352
19084896,1136929287011880961
963938472,4480118843
801997428,267377062
20995648,200511006
707967655031005186,2751873404
22129280,874258472
145476250,3024893962
262219168,2951601697
19638751,2346909206
22619344,1387010761994682371
380648579,2942274771
556519575,3835084227
1364639441604800513,1969346438
22187085,1024179554
3383159573,416690954
19043121,1314747257397211137
880412538625810432,976948534053343233
4216062853,1401861298233647106
1334688905929613312,940778288871542786
519388948,62473360
14293310,22085981
846454000585244672,908133204569346048
1483388011371016195,2410876825
153810519,15745368
349816997,1486122222699876355
1134617890735448069,32578044
1280478731874848769,433728338
14106476,3038078693
151257881,3656850915
1157395568135557120,1272339251070468096
1247223374717296647,204660244
61731614,93946973
35157660,602854345
242555999,216449581
1443095900855881731,2931753511
2421067430,2951742165
14247236,713839291210792960
333246743,467730106
1652177576,449864075
1238583088998830081,531618878
848531798,1573943426
886398296146706432,531618878
15801906,2876041031
956250134786002944,45804847
96529840,885428494037123076
1280478731874848769,1346847727536238595
919965874311782400,104208920
582414351,8.82854E+17
793331593,1248772656435871744
1098819491780153345,1290232189615894531
793331593,90107770
1264995750317965312,823541330
938494109844729856,2264401871
2253993151,1969346438
793331593,1089045346242576385
614600545,775705831887077376
28370738,978947769888116736
19739126,1921951394
11856892,1450006598
368240745,1516235004
1080584229510172678,1167220466597138432
20675681,895118100
48624704,943210460
873135988440223745,1349922686898724864
2522916284,41438148
262219168,1332768934383263745
1073606435580325889,1387010761994682371
76842602,403796945
134890715,825640340958957569
357090058,1096443838653218816
1120633726478823425,99151115
16895540,2209106522
786309892990574592,2731072181
239806318,29511425
311340010,270921976
246939630,1059580074155012097
1262322182161481728,829512864809549824
22650211,1915033663
1285416100541407232,1446633879146729474
454099919,1017962856
19268706,39143124
22317663,334266988
3453306553,984232716651511808
3453306553,183024552
3453306553,183024552
406842374,264378200
3453306553,183024552
3453306553,183024552
3453306553,183024552
3453306553,183024552
1462548977367359490,2951601697
1222773302441148416,35846837
1387802155810271239,1387010761994682371
751283435382067202,263607988
1891490382,1451703125212123145
12034642,246667561
473022390,1387010761994682371
820452522494226433,4491531140
519321215,104865001
21575717,1036816881347219457
1866938882,1339515560
1125044084907892737,1498743557607366659
27493883,2876041031
1866938882,802649176299466752
193941067,4919154620
1456008647977275392,2692420788
2825412526,29447428
939697315379646465,1387010761994682371
630995607,275305372
193941067,4919154620
2425571623,2189056412
2425571623,960187993
1387010761994682371,811704294743359493
1433796855960424463,2393261827
20405787,1333273132547751936
32871086,1130046320184446976
1497304735887638530,1489697253631557632
1277653859301801984,2924464069
870645098748497921,1479777228951011334
58436094,500048680
52418188,1120467401168965633
3453306553,552543142
19934731,2331808090
1004270117298102273,16185879
711608180535640064,1210233737356730368
711608180535640064,935883301
1471037967926018051,1403376337063235588
90870968,25434641
3192252407,805077676092489728
711608180535640064,845793138321113088
701750402786717696,17578329
1187808818522030080,1440665019419480064
16827148,97734871
90732175,4280220914
17895820,267377062
3453306553,1573800344
20559705,84174241
3453306553,1573800344
160952087,962773563106263046
17137628,215899949
3453306553,1395904932113383425
780615150856310785,1235584294111850496
24827393,1484563799264870400
16040748,1484563799264870400
14541472,1195126426959319040
215899949,2224624532
1359532099,4018888580
342863309,829834513320726530
711608180535640064,582850891
1095501036251504641,1187384102351200256
2809959174,713133920968159232
1462548977367359490,1497267347563982853
624964763,904408999
2809959174,1101913766
1005846500583321601,22875032
58974496,2880610310
1031332700324540417,940778288871542786
1115826452715511809,2478503575
1098819491780153345,1290232189615894531
1238949674989416449,971011334920900609
924530346514964480,2295819507
7587032,4757894056
1019565941015875585,1269967012471717894
17479606,1174639256863510530
166071271,341330045
345275528,911720044056387584
1857948524,155930120
792054557501038592,356447941
1349005125277331459,850343119451299841
130120037,17571514
4691437897,866218749992587264
20052899,1416846409865867267
67805368,963921191084929024
864030687120281602,268424186
1494087547529666564,1341124283666329600
53963427,1227930246
2951027582,2681771034
33680887,3327669647
1240645212977934337,1065217978235592704
422971305,968854355058229248
984199530567667712,1252988129708929024
720139699,1448823805
197554405,763937394
1044582346400264193,2422998067
21258337,1141091364974678016
1472410607689347073,1421353072710889473
1640929196,961105574
1280478731874848769,1428509556301197312
722242009,2683210415
1355590891,1414977588
828107509,864809091612520448
19599446,2963383468
232043721,1349869653816823813
47747074,164554364
819994707061248001,178494883
20052899,19019465
