A_ID (user getting reply) , B_ID (user that is replying)
1392444458990440449,1497626612862496779
78905469,1027379881
65357102,1384053916690571264
1344007696555663360,841968137373421568
86626845,2926505202
1037028403734446080,711351010
818893114979061761,51241418
1296104131501993990,2375183011
1225382429080391680,26973844
2876041031,2249409116
36065127,137117565
905645454,1082334406751252480
153151272,1099390247534759938
61177115,978947769888116736
1462548977367359490,975665886286753792
243525545,215899949
62513246,461140983
1267462011153195009,884109059242250240
1462548977367359490,2828664616
404365807,991324136856346626
843433646962999296,1270133776748855304
95314534,1145583386737676289
86626845,732217064237207552
888183349864476672,47415847
45379403,1240682348120866816
105399709,1498743557607366659
454099919,213801168
1025965232307560449,272036325
70315912,25339267
630995607,1497188312620089349
184216437,1397630402
2688537468,1004484314
356546958,745699859169165312
262219168,980751310642233345
15220768,561487220
2799946720,1389498948109352963
26637348,775482843191398401
1015288783418388481,1227328613877506048
17477864,594490204
3223426134,2370753746
2317351705,20449751
1108565574,1347379934373662721
57937201,259973639
1238370241169616897,292243085
1173882011007643648,1248772656435871744
1266006636000358402,2620578761
1484389512,15096041
536904693,516731926
50614210,1248772656435871744
571138490,24897046
44580409,1051425060152627201
238803978,3093146455
886398296146706432,1326887986856939520
1168968080690749441,703626110
22187085,1194801500498931712
215969265,1498743557607366659
790586865107599360,2365160321
1406177051996876800,1075147268
91674408,1498743557607366659
1383272101,16586417
878284831,51241418
1155845777039810560,1132485474
438111039,1309214417100386304
71048726,1440397840186953738
8344522,47363493
25723601,2545160880
1499537155806593032,1248772656435871744
170280910,2646233443
25723601,44096053
1119872518494416897,1248772656435871744
163018653,1325399345995374592
211371719,2783538092
262219168,1300371127127085057
18831926,1094971056358637568
1330521007250165768,2202236205
27282113,18549385
39615521,590435189
1344256277518692354,1081484761934319623
3453306553,1573800344
3453306553,1573800344
1003107003693137921,486834536
780546876391067648,1355917827052457987
23951122,276233894
1225696320,835858610810925056
1340093943879512065,1308423406749200384
189305014,4888868884
1494582293331349506,1240682348120866816
1495480590572961792,912232086211371008
299106111,435279193
1190453118,1252766881968160774
722242009,95766237
1471037967926018051,1461182536604860417
2980236053,732736108061020161
2713968041,226150204
45379403,1240682348120866816
977204844,1436479905450004482
1344356576786866176,279390084
467726691,700359998
29447428,517105402
1296279134079823872,1403909678975778820
49075940,978947769888116736
1278401163373707267,421495337
1323495003604226048,1240937077258117120
868673067223887872,1954432309
3108351,1053005284044500992
508132071,524941932
3453306553,32669068
3453306553,105613985
938494109844729856,2264401871
1278401163373707267,1093555979361415168
1335983975613939712,2589820362
1335983975613939712,1497454353090809860
203123011,1163579842899709953
1335983975613939712,1497454353090809860
21525682,1443349716943572995
19477583,1210233737356730368
1335983975613939712,41719739
1280478731874848769,1231420045
45379403,1240682348120866816
29447428,517105402
850507814023942144,1478498850138570755
1031000589054828544,1089045346242576385
1090632578632241152,313006206
1238949674989416449,1267649650682523648
3030063311,17129384
16967845,1099390247534759938
14281853,419927046
1010384732759252997,3110077936
3095991935,1467925790096388098
34743251,2439103317
64643056,200859598
170280910,1240682348120866816
518660800,107115849
493714995,253316481
34247411,4757894056
263498163,29316011
1359532099,4601931155
29447428,517105402
1108565574,246070116
711750460932141056,1496774516
1105659718528262144,1414977588
14569869,168654728
1496668119749648384,1446650069910835203
1089160542865014784,1408737872
1670445650,1498743557607366659
18549724,14496536
175989309,460632677
1305405934164824064,1297471014389944322
1196226398760779776,2908699057
116228328,2683210415
116228328,1303741215519780867
1298372735383605249,1246903329642471430
870629200348274688,163099660
823668549856002048,1125443593085358082
16827148,1214879835375448064
21443029,2400916699
29447428,517105402
1090179417056268289,2517041226
1292671256865587200,16996451
35787166,892503488193855488
16996451,1369160185315430402
1055333908760420352,2593875620
1238583088998830081,898231845925646336
27212119,435188926
1392444458990440449,1299302634461868032
796839329368866817,2202236205
1348317661445451777,1.34861E+18
21525682,1493774877198749699
3282955777,1427453911070347267
967859267352059911,1387010761994682371
342187925,2426002789
939486738543796224,1135201390404542464
938494109844729856,41438148
1268223690480615424,1173501470345445376
116502194,3894003321
1238370241169616897,68396377
843433646962999296,1270133776748855304
605153786,760219193195302912
605153786,301352485
605153786,795138728218021889
1088371662108676096,1217922136343490576
796424923824746497,949679084
846454000585244672,458754276
288277167,1219694667694006273
1380949455780859909,1219745366960230400
139109800,18053163
242355547,4068090275
372536101,197880158
14260960,1325274987368869888
3380282686,1449753135791190016
65566588,1345510355603099648
3383159573,1240682348120866816
916333748819341314,131789595
3453306553,1236491189492174848
1187075381725220869,1160263164078022656
41218263,2788823296
198296897,1309762062
1679672582,1194493809763213312
1238848104968810497,1297471014389944322
22799257,1502899128124203013
262219168,1291502143342510082
1237314642583658496,851051040
2613791900,1387010761994682371
1306159735,1406220117638266880
14135350,1470924480797106183
1036725216699998209,1294199740985376770
23022687,1692427820
1085134428953821184,61177115
15740776,825405072502902784
1249982359,51241418
1249982359,758114193895665664
40316065,904408999
1474684988821950465,289273038
845201789603368962,3029686011
2615581908,1317697028873281538
18999969,155930120
36711022,800148535899324416
64483444,1086778207939031040
58436094,4264297743
746264882,219652469
297100174,747901684282703876
1046745148703608832,3647091072
138089850,1240682348120866816
138089850,1240682348120866816
62576309,996373477660741633
520724783,814813830
2985479932,1008340728114601984
281376874,1077703279218282497
2977083957,2690515189
1496989477817839622,1373289371143577602
302189804,1300619672916824065
255369151,1333273132547751936
520724783,1204423117311029248
58974496,736393287678853122
745354130554818560,37853509
1480493394363392004,21489341
1098451166306824193,2608740770
1308292444883005441,1498743557607366659
1392058501732704263,1240682348120866816
2553418813,281387770
1139297142630178816,864663235923820545
2845989689,23452847
1201953403099893760,965591988786446338
444179398,1391589074834759682
3253989290,859541565508734976
21167611,2165292985
2561718665,147401660
1476149306549837831,1463624518111481866
243413063,16219502
757832485,347120386
956137933248937985,25275979
19362341,1434977093247545350
213245607,881517449144918016
1238583088998830081,1111339958852308994
20973388,1095104382700605442
848148994102611969,940778288871542786
1183503749660205056,904408999
904408999,252772954
582155655,873215206935191552
19899980,1442519346912239616
3856305322,272196949
747885404,715844061190598656
1367553884038782980,22875032
210892156,940778288871542786
811229675758505984,1371130224595898373
1487821293609181187,1351328967672918020
1120633726478823425,887052266741616640
310746442,1185532946473721856
76842602,1131654730579554306
1120633726478823425,579287636
1012834826896826369,2202236205
1577442662,1387010761994682371
39155029,17243913
15012486,18831926
722528529716383744,17578329
561700183,1349869653816823813
21525682,40931023
25816369,1278236816936710144
1113898497357623296,1052522228
878284831,2402210804
25960714,1404198121
255369151,779833230
18178850,1412897313907900420
478276937,813689415029506048
478276937,130678087
1387010761994682371,4830874006
1387010761994682371,4830874006
1487664232023957511,4830874006
278145569,781701900
435232010,1006967125754331136
21258337,1223384444633067521
453124512,1010320666648645632
1421835080813666306,37338552
1142690226218946560,913320383528538112
390377012,21131522
879147821915615233,1067968702400876544
327436641,1480575264631537669
16606569,827938295975866368
1460378795102269441,353365146
3695759352,1380949455780859909
1902163488,23452847
1032523656818294784,989410325022863362
588732151,3015305734
159021888,84174241
307755781,1293837794771496963
817086280597209089,2264401871
57181602,1106888451771654145
525812268,1212167752569327616
406842374,1169257805993455616
47475039,725845441229774849
754635115368685568,1047223128303308801
878284831,934181338793562112
759481842814726144,746377806754394116
1212560564225900544,1481748163254165505
7589742,1456666722707165187
926164634570067968,26805539
2840668198,839990047764017153
60779696,84174241
307755781,2448742807
25178222,327654834
27933405,1565032478
1367057849738661888,112155894
161704026,1048818249637552128
1108565574,1190491625526448130
92759618,960468963007385601
45379403,1240682348120866816
1205226529455632385,1235988756462780416
1264589105113042952,1277324748301766658
1540529606,1175070207007760385
528674835,4264297743
1459728480111894535,954348379
210732612,1375846488031432705
1172545640360022019,213801168
41378381,216767555
1121804148377362432,1135997501759262720
96287858,1106282862251331584
14298769,773570120132202497
873135988440223745,2218000892
797179922087297024,900733668779544578
234128524,1262136947155316737
262219168,84146348
1462548977367359490,829855036372979712
36012258,974570473567633408
29455588,708130060738306049
1796057425,1212560564225900544
3453306553,1557320480
29447428,94350709
151387046,454368075
103512187,1573800344
879147821915615233,1219836531449290753
15392486,1084553456361369607
254515782,61348039
21619519,88869834
119829799,1496969408664662037
1295064923685310464,88661109
63942152,1333273132547751936
12588712,184106499
560165933,1208293000511574017
40801529,827843955106516992
18004222,3106186180
1462548977367359490,1325188311242186752
355911954,23452847
14260960,155930120
506216849,3168944977
2461810448,906944118483382273
977204844,487686623
304679484,888417978559078400
279097431,456361587
105327432,39982410
40801529,1214085469736075264
147050008,184282465
3264938916,51971452
1124001618096160770,1564064058
1240682348120866816,1125443593085358082
16213404,709358581116575744
3453306553,761819600568717312
612473,267377062
211994193,1102968375284776965
1238949674989416449,1494582293331349506
1210498529325539328,1401861298233647106
2615581908,60779696
147734164,2224624532
3342600166,1387010761994682371
1570801196,302984766
221706364,578601744
467726691,1354107559964073984
44196397,1387010761994682371
1271714653,267377062
1276467165802176513,1125443593085358082
163018653,1253892943544381440
1480833851328892931,746377806754394116
1268223690480615424,2432830728
1206472297336324097,3246790436
3896850852,3246790436
3832,1412897313907900420
352754946,1208293000511574017
243013409,271947041
1321935792416149505,2891451417
490002009,913835190572670976
62306952,2217403956
352754946,2943739141
71744371,1255942372380180486
960143858024595456,1573800344
1278236816936710144,29447428
1159682513947652096,3310125162
1490752401619537923,1488460177363939333
59159771,578601744
1268223690480615424,1305523968137457664
256717934,94350709
93880122,1446484946294644739
305848643,2248919634
416025003,3298227152
416025003,1362805552162701314
22803269,867343717
288277167,18184205
32871086,746377806754394116
897515348085190656,26775504
129895929,1427453911070347267
95399839,1350685161793310722
938494109844729856,817086280597209089
718492074492968960,351089434
111556423,233886065
165660881,871240626116804611
165660881,2615581908
424624761,1315921093
2783540131,3220242956
18990782,1318953209373839362
1640929196,2739667932
1009577803304656896,1261338980567613441
2783540131,1645345628
86010091,34336977
2236956066,2943739141
1094713876132872192,212445456
1268223690480615424,913891656784662530
84035041,3306382727
41438148,817086280597209089
1349154719386775552,869290350715715584
18831926,886032877011558400
2615581908,1309762062
774195721000087552,2396188842
2615581908,14721982
204273771,1645345628
2393001308,36706851
45379403,1243679597729910786
13340732,1063496888765374469
795843492790444032,940778288871542786
1330859882040463362,329305241
995436724493807616,22603674
22603674,995436724493807616
995436724493807616,22603674
92932981,1368100356
2537386628,1117244238247280640
1460176204363972613,329305241
1218721688738615297,922294461186453504
1218721688738615297,922294461186453504
1218721688738615297,922294461186453504
429531188,1103850667
466198757,2964161673
24913074,822591807821381635
539833719,1400974786126225409
167281867,1371593989795684354
3453306553,1214489977762959362
3453306553,1573800344
791638976,302984766
302984766,1223440073330429952
34116377,60779696
1460176204363972613,329305241
64643056,944149608992854017
396044297,1308267623327518725
40068395,2615581908
870629200348274688,287675386
1163992520252153857,1134546351956615168
605153786,731874217
1314122647341608961,29447428
29447428,94350709
1472840303564537858,1013465243635408897
2912548273,531945177
506216849,1237784449611231232
1113341312,112155894
618625439,1004694289
29447428,22448617
786747937883906049,804582780298412032
2569219368,2412307836
175222900,37940975
1387802155810271239,1083051676922273792
3453306553,1493422299462402052
7587032,903339238032322561
3131144855,1222196905947680768
1238370241169616897,1128538846130401285
1505993402,94350709
7587032,2968186857
1460176204363972613,1381854660106010626
945693405694357504,732736108061020161
160856325,966513420446003200
892377658847350786,2919548734
2768501,352754946
3453306553,284475942
2899264434,1353951913650266113
1266006636000358402,904206913889554432
2827865725,515377496
20742888,84174241
1659140850,721139965
1456329377634205696,19527910
1237053825967697920,20600204
2184934963,19667628
118074508,740583951887044608
1227354200687960071,4830874006
9609622,1125425563076710401
1387010761994682371,4830874006
18147014,379518072
95091601,400495760
400495760,28690225
95091601,17698525
9609622,932807688815120384
1508153870773415939,1444503111767404550
49698134,2193135944
996359407939174401,60779696
3453306553,761819600568717312
21128334,60779696
9609622,60866631
1250239723,94350709
1341233976434782210,1119872518494416897
171437375,180596658
1238370241169616897,307823204
1238370241169616897,1344762633786822658
60779696,288702257
171876607,1708562239
14085096,2473900885
14157134,726070073081868289
211994193,796845382152163328
1064912412736917504,20607434
1917731,826226272418283520
938494109844729856,817086280597209089
14707794,60779696
2631724298,877968869138329601
29447428,94350709
2615581908,249524923
1478162558276157443,800262170
1333969328006283264,148683377
26361656,1448500687516495877
800463336630403072,26775504
74478487,35636271
177437962,761819600568717312
1064312869414678528,1387010761994682371
275455326,1336929872913035264
1046558381211897856,12412802
707967655031005186,1105502811800915968
832616065259614209,940778288871542786
26668729,17887465
614600545,2524207025
231896114,27773430
66917778,470797902
66917778,1213233837393604608
19761742,1573800344
707967655031005186,2592842778
20995648,1474726309
1512414846951825408,224233034
32871086,2372317417
900021957424447488,1387010761994682371
1411285883731562497,18602971
1122911018412150787,1104045001321926656
3453306553,90107770
1326415020,500271953
1494031609217048579,826226272418283520
234694571,95620187
1268223690480615424,47003347
233343317,232187050
225779417,783655217170554880
1060440219097423872,255812611
29447428,94350709
1421835080813666306,1443330719250632709
3453306553,90107770
92932981,428944666
143159404,3304320810
958729147408310272,921243130262728704
860654500431880192,1458057895
271075882,457743272
1457520402545086468,823287122631102464
254515782,84174241
700637412,1294935649
927734790517694464,22133083
926019424154349568,3310125162
1498445304685002753,2412223020
2300873095,2224624532
2615581908,850099512
826631824700997633,2739667932
370033792,1506969113075277832
1563543554,1055307732226531328
312149882,940778288871542786
1146134038480064517,358283094
1337903969851613185,975806263601672192
96230203,805077676092489728
1108565574,704867245470535681
2479226604,1309762062
24299842,1426176384099971074
2608740770,1645345628
2707955850,319477370
1417952253449842692,276616900
1858680210,879051864
95766807,112155894
1497343815912333317,291862171
1116612139,783655217170554880
1238370241169616897,1323495003604226048
329305241,877968869138329601
2441666255,998825510552723456
1238370241169616897,496455154
95091601,4899639072
254515782,828561216918335489
95091601,91039220
1294741,5026541
43061739,1240661452157059072
150267476,100545608
1402677510,346173354
764187379,1573943426
1462548977367359490,1448298903216984066
1364639441604800513,49445627
50055701,1430731923685400579
80655195,39130254
95091601,925679969224634368
95091601,1373530219273875457
935116421977186304,2195475698
28943715,278760917
1306123686,1329590133264326656
4216062853,39766822
1282511778522382336,61348039
1977482286,4736578693
2457778334,996390163
29422823,351256975
107918290,517230552
711750460932141056,468161947
1326139149426941952,468161947
16832632,140085170
3988805686,291496884
1449302062081138692,848911132496723969
1006135342355959808,17684387
1238370241169616897,170600442
27153523,1185366642869460992
1238370241169616897,828561216918335489
1280478731874848769,547328022
32340937,1004894980962336768
1252708879,1669796893
1078589024686694401,112155894
519152293,635449207
239372543,351256975
795857631571156992,17267769
477934944,578601744
795857631571156992,448692159
2932460195,957655193260363778
43792125,1147308808944771072
870629200348274688,1573800344
33276161,25156861
4091551984,38232159
525707128,1152626533845966848
1087380412089987077,1187384102351200256
3030814395,2387540972
1330859882040463362,877968869138329601
21637349,1099390247534759938
795857631571156992,306616453
2542290469,473696731
924010172376260609,43477325
1238370241169616897,828561216918335489
924010172376260609,707013008812146688
3711001,1573800344
2464473097,112155894
1238370241169616897,48367770
15250661,270679223
990056731,783655217170554880
4175759465,19066475
21406457,45586702
2607006139,2962112305
1180313568358461443,592834521
1427387278045810706,1319103997060411393
969781208321331201,1027098097
735636196290756608,1295003940547895298
1314483801846771712,301153873
23477240,1429560994808926217
1029465832781492226,23161445
125488396,981516627475775489
134975165,2432830728
1436433500,980783300
2227796157,3017413487
3453306553,284475942
21525682,1265835600923357185
1511462942033723394,864890182482505728
1512372785511038979,26361656
15801906,1369880235064258571
125488396,1238149439975456769
16834659,1415875893524791298
36042554,2712537543
66917778,23422559
1695505166,1401861298233647106
1108565574,1241645810854453250
351120282,938724387125190656
883466928,524939820
615878104,3015939068
713752653289955329,14548232
2879240488,1488591891797090304
34743251,305283848
116502194,892278998
717315174731018240,3663359301
15115280,142878053
3453306553,1269018935371771904
26361656,881708118903726080
58487473,1387010761994682371
487307955,1225382429080391680
1229542513590947840,1202415019771584512
242827267,713133920968159232
759469096534704128,1591133707
818893114979061761,1298470383356608515
1104189659914162176,1289544058512252929
1020203322,2297842659
279390084,1319416912623722496
1319916075476262914,1429016867532849153
20742888,233018450
75743543,553990226
1461157250337173504,3423997089
713752653289955329,1921951394
713752653289955329,1921951394
4327127414,61344502
7790922,966740329041772544
1089151295397621760,922294461186453504
1164044033779306496,594982700
80802900,3003507631
71262814,143020085
71262814,1227740124026413056
1031000589054828544,3423997089
135317559,3423997089
938494109844729856,2264401871
1240877215274975236,23373153
24705246,1154477156958949376
2990729241,830465860825292800
1114906616011350018,950537289356099584
1137827292,29447428
22790968,390377012
117873637,1363558112498749441
255812611,2432830728
950563187296030721,977002392368680960
950563187296030721,2941201618
1031000589054828544,1881185678
2479226604,4892727759
373338732,1373530219273875457
36711022,919667724535648262
950563187296030721,1356492104235577344
490002009,1305795361336770560
490002009,1290232189615894531
442057752,761630653
1326867091333537793,208728363
1070577229787095042,1369225110146588672
1261767221669289984,294292505
37190669,15447482
1243888276123025423,2233495160
1001848891401220096,286216838
491509563,1476953095364087813
102243250,112991903
1122934522134315009,457280859
1003107003693137921,551507199
1122934522134315009,67207140
34116377,60779696
34116377,42856767
1352841335418580992,1476953095364087813
996273172985954304,18351416
742321348664557568,223981829
3453306553,1573800344
258298063,1120826803675783169
59513330,2314018987
950322380412342273,1482861078
26574283,4685821309
52770751,1010593116
1354654336689852416,1330859882040463362
1330859882040463362,1473301547891187717
53130511,2193135944
877968869138329601,1460176204363972613
25085885,16582131
1357131432804700160,18207725
987688826,1397356054770376709
17143007,94350709
3453306553,1573800344
24158979,30634288
1237314642583658496,256677596
409657315,1473144185389821953
255340030,800037745024339968
1429016867532849153,1319916075476262914
1309237180418666499,1429016867532849153
1319916075476262914,1429016867532849153
1421835080813666306,90146161
92759522,968311099064909824
1319916075476262914,1429016867532849153
14437914,87358629
14437914,1483196161401901056
18831926,1306347674929684482
14336546,232519990
342802864,1339357320
23655688,2936315827
23937894,26391380
612473,267377062
1230791643806068736,182238174
95091601,1139017108338032641
19651284,1014498961963536384
593289567,992335398943719424
1479499011895738369,1495961644949721091
929859631119323137,1479623224782737408
2608740770,3226113792
178156240,900733668779544578
983399416278040576,282273742
1482717093309124608,1305246744
1309237180418666499,329305241
820243619609243649,822506767502426116
14707794,1463263787134291970
14707794,3162249408
179986211,1519296461435027456
1344256277518692354,1185532946473721856
255812611,73537202
1348481478229848067,353365146
15801906,518521500
1382912376597479427,1016943828052336640
1320994760228704256,1498326793
808450839736184836,878772504
1015196564690743296,871676753919578112
1404252914852544512,21917756
2615581908,631850941
28213817,1686874152
616307352,371452478
729277017028337664,55737360
967027984426242053,1.32151E+18
580453937,1281628082978254852
16635277,1.32151E+18
1519279907389464577,32630870
27493883,821681572202029058
156005429,87358629
19617541,1458422928366874624
23937894,1391714455390670851
120720108,3011256515
856704654545006592,60779696
800111181058838528,2371064395
1475926675405770752,475507923
15115280,1357061886286602240
300236092,2264401871
17250666,150732990
938494109844729856,2264401871
137413599,94350709
52136185,278369814
549579841,61225261
1517251708090568707,1245425135323975680
1256102507241181190,1387010761994682371
1235696982242611200,20392809
2768501,1140438675001503747
1268223690480615424,902689690704367616
3246790436,1268023502344384513
24308172,2450985343
457060718,3314652765
17774061,855996928374341633
17774061,1293837794771496963
93880122,3065680671
1733398682,1166246597258174464
281185181,2692420788
1238370241169616897,958685436112658432
25575859,791638976
