hashtag_H	 cluster_C_leader_user_id	 relative_frequency_H_C	 frequency_H_in_C	 frequency_H_overall	 count_H_in_C	 count_tweets_in_C	 count_H_entire_dataset	 count_tweets_entire_dataset
eu	 1498221382940909569	 1.44624447717231222990	 .00147275405007363770	 .00101832993890020366	 1	 679	 4	 3928
europe	 1502559523843805185	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
expandthecourt	 1511704623362551809	 3.85665193912616597165	 .00294550810014727540	 .00076374745417515274	 2	 679	 3	 3928
extinctionrebellion	 1514270383985278977	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
fauxmo	 1518401138386604032	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
fecklesslumpscotty	 1477908877404295169	 2.89248895434462445980	 .00147275405007363770	 .00050916496945010183	 1	 679	 2	 3928
federalicac	 1512579657534640132	 .64277532318769432299	 .00147275405007363770	 .00229124236252545824	 1	 679	 9	 3928
fedicac	 1512638255165935617	 4.33873343151693668971	 .00441826215022091310	 .00101832993890020366	 3	 679	 4	 3928
ffffffhead	 1495320253764878338	 1.92832596956308298582	 .00147275405007363770	 .00076374745417515274	 1	 679	 3	 3928
fillupfriday	 1512297255809785859	 2.31399116347569955875	 .00294550810014727540	 .00127291242362525458	 2	 679	 5	 3928
firedejoynow	 1511811996307451905	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
firedesantis2022	 1517985722871037953	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
firegarland	 1511364962232406019	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
firemerrickgarland	 1481783648219246601	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
firetheucp	 1508875083594407936	 1.44624447717231222990	 .00147275405007363770	 .00101832993890020366	 1	 679	 4	 3928
fireucp	 1506048578652844032	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
flashbackfriday	 1520028454451912704	 5.78497790868924891961	 .00294550810014727540	 .00050916496945010183	 2	 679	 2	 3928
florida	 1518016888462364673	 3.85665193912616597165	 .00294550810014727540	 .00076374745417515274	 2	 679	 3	 3928
floridataxpayers	 1518016888462364673	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
fluke_natouch	 1501389049382125569	 4.62798232695139912536	 .00589101620029455081	 .00127291242362525458	 4	 679	 5	 3928
flutruxklan	 1491306773806194688	 .96416298478154148660	 .00147275405007363770	 .00152749490835030549	 1	 679	 6	 3928
followmedon	 1519475067692158976	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
fordfailedkids	 1487943911393968128	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
fordfailedontario	 1487943911393968128	 1.92832596956308298582	 .00147275405007363770	 .00076374745417515274	 1	 679	 3	 3928
fordfailedottawa	 1490367380945575937	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
forgery	 1501061983273054208	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
franceelections2022	 1518398976722354176	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
fredvanvleet	 1479157876614651907	 5.78497790868924891961	 .00294550810014727540	 .00050916496945010183	 2	 679	 2	 3928
freedumbery	 1492386008523886595	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
freen95	 1481533746096783362	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
freenazanin	 1479991468374827010	 2.89248895434462445980	 .00147275405007363770	 .00050916496945010183	 1	 679	 2	 3928
freenazaninnow	 1479991468374827010	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
freerats	 1481533746096783362	 5.78497790868924891961	 .00294550810014727540	 .00050916496945010183	 2	 679	 2	 3928
freeshipment	 1500535548703772673	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
freethemall	 1481577687743303680	 2.89248895434462445980	 .00147275405007363770	 .00050916496945010183	 1	 679	 2	 3928
freetherefugees	 1481577687743303680	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
freshvoicesrise	 1503344895083401224	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
friendlyjordies	 1501323024267579393	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
friends	 1515732394996903939	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
fuhrerdutts	 1488058612937211909	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
fullmoon	 1504944667422609415	 5.78497790868924891961	 .00294550810014727540	 .00050916496945010183	 2	 679	 2	 3928
gaffe	 1515572434685988864	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
gaza	 1504928141692788737	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
ge2024	 1514531201683443717	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
genocide	 1515732394996903939	 2.89248895434462445980	 .00147275405007363770	 .00050916496945010183	 1	 679	 2	 3928
genocideofukrainians	 1510365221134741507	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
georgia	 1497605784213069824	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
gerryharvey	 1497776151615664136	 2.89248895434462445980	 .00147275405007363770	 .00050916496945010183	 1	 679	 2	 3928
getboosted	 1494697722485501953	 2.89248895434462445980	 .00147275405007363770	 .00050916496945010183	 1	 679	 2	 3928
getmaskednow	 1502201639863832577	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
getvaccinatednow	 1487443271358074889	 .96416298478154148660	 .00147275405007363770	 .00152749490835030549	 1	 679	 6	 3928
ghoststory	 1504885460585304072	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
ginger	 1510562148002451458	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
glorytoukraine	 1510400725917978627	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
god	 1495800014576451586	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
godslaw	 1513578377235644416	 5.78497790868924891961	 .00294550810014727540	 .00050916496945010183	 2	 679	 2	 3928
goldsteinvotes	 1496772099137945605	 2.89248895434462445980	 .00147275405007363770	 .00050916496945010183	 1	 679	 2	 3928
goodhealth	 1510562148002451458	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
gop	 1506435813143425034	 .96416298478154148660	 .00147275405007363770	 .00152749490835030549	 1	 679	 6	 3928
gopseditioustraitors	 1480966947143667714	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
goptherussianparty	 1498175116361883652	 5.78497790868924903323	 .00147275405007363770	 .00025458248472505091	 1	 679	 1	 3928
goptherussianpartyoftraitors	 1509581015173500930	 2.89248895434462445980	 .00147275405007363770	 .00050916496945010183	 1	 679	 2	 3928
